Assureur,Canton,Hoheitsgebiet,Année,Erhebungsjahr,Region,ClasseAge,CouvertureAccident,Tarif,TypeTarif,Altersuntergruppe,Franchisestufe,Franchise,Prime,isBaseP,isBaseF,NomTarif
0509,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,HAM_PBA,TAR-HAM,,FRAST6,FRA-2500,"350,3",0,0,casamed pharm
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BASE,TAR-BASE,K1,FRAST1,FRA-0,"139,3",1,1,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BASE,TAR-BASE,K1,FRAST3,FRA-200,"127,7",1,0,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BASE,TAR-BASE,K1,FRAST5,FRA-400,116,1,0,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BASE,TAR-BASE,K1,FRAST7,FRA-600,"104,3",1,0,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BASE,TAR-BASE,,FRAST1,FRA-300,"445,6",1,1,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BASE,TAR-BASE,,FRAST2,FRA-500,434,1,0,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BASE,TAR-BASE,,FRAST3,FRA-1000,"404,8",1,0,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BASE,TAR-BASE,,FRAST4,FRA-1500,"375,6",1,0,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BASE,TAR-BASE,,FRAST5,FRA-2000,"346,5",1,0,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BASE,TAR-BASE,,FRAST6,FRA-2500,"317,3",1,0,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BASE,TAR-BASE,,FRAST1,FRA-300,557,1,1,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BASE,TAR-BASE,,FRAST2,FRA-500,"545,4",1,0,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BASE,TAR-BASE,,FRAST3,FRA-1000,"516,2",1,0,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BASE,TAR-BASE,,FRAST4,FRA-1500,487,1,0,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BASE,TAR-BASE,,FRAST5,FRA-2000,"457,9",1,0,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BASE,TAR-BASE,,FRAST6,FRA-2500,"428,7",1,0,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,HAM_CBA,TAR-HAM,K1,FRAST1,FRA-0,"128,9",0,1,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,HAM_CBA,TAR-HAM,K1,FRAST3,FRA-200,"117,3",0,0,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,HAM_CBA,TAR-HAM,K1,FRAST5,FRA-400,"105,6",0,0,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,HAM_CBA,TAR-HAM,K1,FRAST7,FRA-600,"93,9",0,0,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,HAM_CBA,TAR-HAM,,FRAST1,FRA-300,"412,2",0,1,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,HAM_CBA,TAR-HAM,,FRAST2,FRA-500,"400,6",0,0,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,HAM_CBA,TAR-HAM,,FRAST3,FRA-1000,"371,4",0,0,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,HAM_CBA,TAR-HAM,,FRAST4,FRA-1500,"342,2",0,0,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,HAM_CBA,TAR-HAM,,FRAST5,FRA-2000,"313,1",0,0,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,HAM_CBA,TAR-HAM,,FRAST6,FRA-2500,"283,9",0,0,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,HAM_CBA,TAR-HAM,,FRAST1,FRA-300,"515,3",0,1,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,HAM_CBA,TAR-HAM,,FRAST2,FRA-500,"503,7",0,0,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,HAM_CBA,TAR-HAM,,FRAST3,FRA-1000,"474,5",0,0,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,HAM_CBA,TAR-HAM,,FRAST4,FRA-1500,"445,3",0,0,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,HAM_CBA,TAR-HAM,,FRAST5,FRA-2000,"416,2",0,0,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,HAM_CBA,TAR-HAM,,FRAST6,FRA-2500,387,0,0,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,Select,TAR-DIV,K1,FRAST1,FRA-0,"121,9",0,1,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,Select,TAR-DIV,K1,FRAST3,FRA-200,"110,3",0,0,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,Select,TAR-DIV,K1,FRAST5,FRA-400,"98,6",0,0,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,Select,TAR-DIV,K1,FRAST7,FRA-600,"86,9",0,0,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,Select,TAR-DIV,,FRAST1,FRA-300,"389,9",0,1,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,Select,TAR-DIV,,FRAST2,FRA-500,"378,3",0,0,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,Select,TAR-DIV,,FRAST3,FRA-1000,"349,1",0,0,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,Select,TAR-DIV,,FRAST4,FRA-1500,"319,9",0,0,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,Select,TAR-DIV,,FRAST5,FRA-2000,"290,8",0,0,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,Select,TAR-DIV,,FRAST6,FRA-2500,"261,6",0,0,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,Select,TAR-DIV,,FRAST1,FRA-300,"487,4",0,1,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,Select,TAR-DIV,,FRAST2,FRA-500,"475,8",0,0,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,Select,TAR-DIV,,FRAST3,FRA-1000,"446,6",0,0,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,Select,TAR-DIV,,FRAST4,FRA-1500,"417,4",0,0,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,Select,TAR-DIV,,FRAST5,FRA-2000,"388,3",0,0,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,Select,TAR-DIV,,FRAST6,FRA-2500,"359,1",0,0,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,TelMed,TAR-DIV,K1,FRAST1,FRA-0,"128,9",0,1,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,TelMed,TAR-DIV,K1,FRAST3,FRA-200,"117,3",0,0,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,TelMed,TAR-DIV,K1,FRAST5,FRA-400,"105,6",0,0,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,TelMed,TAR-DIV,K1,FRAST7,FRA-600,"93,9",0,0,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,TelMed,TAR-DIV,,FRAST1,FRA-300,"412,2",0,1,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,TelMed,TAR-DIV,,FRAST2,FRA-500,"400,6",0,0,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,TelMed,TAR-DIV,,FRAST3,FRA-1000,"371,4",0,0,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,TelMed,TAR-DIV,,FRAST4,FRA-1500,"342,2",0,0,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,TelMed,TAR-DIV,,FRAST5,FRA-2000,"313,1",0,0,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,TelMed,TAR-DIV,,FRAST6,FRA-2500,"283,9",0,0,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,TelMed,TAR-DIV,,FRAST1,FRA-300,"515,3",0,1,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,TelMed,TAR-DIV,,FRAST2,FRA-500,"503,7",0,0,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,TelMed,TAR-DIV,,FRAST3,FRA-1000,"474,5",0,0,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,TelMed,TAR-DIV,,FRAST4,FRA-1500,"445,3",0,0,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,TelMed,TAR-DIV,,FRAST5,FRA-2000,"416,2",0,0,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,TelMed,TAR-DIV,,FRAST6,FRA-2500,387,0,0,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BASE,TAR-BASE,K1,FRAST1,FRA-0,"129,6",0,1,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BASE,TAR-BASE,K1,FRAST3,FRA-200,"118,8",0,0,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BASE,TAR-BASE,K1,FRAST5,FRA-400,"107,9",0,0,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BASE,TAR-BASE,K1,FRAST7,FRA-600,97,0,0,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BASE,TAR-BASE,,FRAST1,FRA-300,"414,5",0,1,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BASE,TAR-BASE,,FRAST2,FRA-500,"403,7",0,0,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BASE,TAR-BASE,,FRAST3,FRA-1000,"376,5",0,0,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BASE,TAR-BASE,,FRAST4,FRA-1500,"349,4",0,0,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BASE,TAR-BASE,,FRAST5,FRA-2000,"322,3",0,0,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BASE,TAR-BASE,,FRAST6,FRA-2500,"295,1",0,0,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BASE,TAR-BASE,,FRAST1,FRA-300,"518,1",0,1,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BASE,TAR-BASE,,FRAST2,FRA-500,"507,3",0,0,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BASE,TAR-BASE,,FRAST3,FRA-1000,"480,1",0,0,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BASE,TAR-BASE,,FRAST4,FRA-1500,453,0,0,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BASE,TAR-BASE,,FRAST5,FRA-2000,"425,9",0,0,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BASE,TAR-BASE,,FRAST6,FRA-2500,"398,7",0,0,Grundversicherung
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,HAM_CBA,TAR-HAM,K1,FRAST1,FRA-0,"119,9",0,1,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,HAM_CBA,TAR-HAM,K1,FRAST3,FRA-200,"109,1",0,0,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,HAM_CBA,TAR-HAM,K1,FRAST5,FRA-400,"98,3",0,0,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,HAM_CBA,TAR-HAM,K1,FRAST7,FRA-600,"87,4",0,0,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,HAM_CBA,TAR-HAM,,FRAST1,FRA-300,"383,4",0,1,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,HAM_CBA,TAR-HAM,,FRAST2,FRA-500,"372,6",0,0,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,HAM_CBA,TAR-HAM,,FRAST3,FRA-1000,"345,5",0,0,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,HAM_CBA,TAR-HAM,,FRAST4,FRA-1500,"318,3",0,0,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,HAM_CBA,TAR-HAM,,FRAST5,FRA-2000,"291,2",0,0,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,HAM_CBA,TAR-HAM,,FRAST6,FRA-2500,"264,1",0,0,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,HAM_CBA,TAR-HAM,,FRAST1,FRA-300,"479,3",0,1,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,HAM_CBA,TAR-HAM,,FRAST2,FRA-500,"468,5",0,0,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,HAM_CBA,TAR-HAM,,FRAST3,FRA-1000,"441,3",0,0,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,HAM_CBA,TAR-HAM,,FRAST4,FRA-1500,"414,2",0,0,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,HAM_CBA,TAR-HAM,,FRAST5,FRA-2000,"387,1",0,0,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,HAM_CBA,TAR-HAM,,FRAST6,FRA-2500,360,0,0,Hausarzt
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,Select,TAR-DIV,K1,FRAST1,FRA-0,"113,4",0,1,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,Select,TAR-DIV,K1,FRAST3,FRA-200,"102,6",0,0,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,Select,TAR-DIV,K1,FRAST5,FRA-400,"91,7",0,0,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,Select,TAR-DIV,K1,FRAST7,FRA-600,"80,9",0,0,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,Select,TAR-DIV,,FRAST1,FRA-300,"362,7",0,1,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,Select,TAR-DIV,,FRAST2,FRA-500,"351,9",0,0,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,Select,TAR-DIV,,FRAST3,FRA-1000,"324,7",0,0,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,Select,TAR-DIV,,FRAST4,FRA-1500,"297,6",0,0,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,Select,TAR-DIV,,FRAST5,FRA-2000,"270,5",0,0,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,Select,TAR-DIV,,FRAST6,FRA-2500,"243,3",0,0,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,Select,TAR-DIV,,FRAST1,FRA-300,"453,3",0,1,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,Select,TAR-DIV,,FRAST2,FRA-500,"442,5",0,0,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,Select,TAR-DIV,,FRAST3,FRA-1000,"415,4",0,0,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,Select,TAR-DIV,,FRAST4,FRA-1500,"388,2",0,0,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,Select,TAR-DIV,,FRAST5,FRA-2000,"361,2",0,0,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,Select,TAR-DIV,,FRAST6,FRA-2500,334,0,0,Select
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,TelMed,TAR-DIV,K1,FRAST1,FRA-0,"119,9",0,1,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,TelMed,TAR-DIV,K1,FRAST3,FRA-200,"109,1",0,0,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,TelMed,TAR-DIV,K1,FRAST5,FRA-400,"98,3",0,0,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,TelMed,TAR-DIV,K1,FRAST7,FRA-600,"87,4",0,0,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,TelMed,TAR-DIV,,FRAST1,FRA-300,"383,4",0,1,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,TelMed,TAR-DIV,,FRAST2,FRA-500,"372,6",0,0,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,TelMed,TAR-DIV,,FRAST3,FRA-1000,"345,5",0,0,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,TelMed,TAR-DIV,,FRAST4,FRA-1500,"318,3",0,0,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,TelMed,TAR-DIV,,FRAST5,FRA-2000,"291,2",0,0,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,TelMed,TAR-DIV,,FRAST6,FRA-2500,"264,1",0,0,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,TelMed,TAR-DIV,,FRAST1,FRA-300,"479,3",0,1,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,TelMed,TAR-DIV,,FRAST2,FRA-500,"468,5",0,0,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,TelMed,TAR-DIV,,FRAST3,FRA-1000,"441,3",0,0,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,TelMed,TAR-DIV,,FRAST4,FRA-1500,"414,2",0,0,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,TelMed,TAR-DIV,,FRAST5,FRA-2000,"387,1",0,0,Telemedizin
0558,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,TelMed,TAR-DIV,,FRAST6,FRA-2500,360,0,0,Telemedizin
0762,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BASE,TAR-BASE,K1,FRAST1,FRA-0,"151,2",1,1,Grundversicherung
0762,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BASE,TAR-BASE,K1,FRAST3,FRA-200,"139,5",1,0,Grundversicherung
0762,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BASE,TAR-BASE,K1,FRAST5,FRA-400,"127,8",1,0,Grundversicherung
0762,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BASE,TAR-BASE,K1,FRAST7,FRA-600,"116,2",1,0,Grundversicherung
0762,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BASE,TAR-BASE,,FRAST1,FRA-300,"482,3",1,1,Grundversicherung
0762,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BASE,TAR-BASE,,FRAST2,FRA-500,"470,6",1,0,Grundversicherung
0762,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BASE,TAR-BASE,,FRAST3,FRA-1000,"441,5",1,0,Grundversicherung
0762,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BASE,TAR-BASE,,FRAST4,FRA-1500,"412,3",1,0,Grundversicherung
0762,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BASE,TAR-BASE,,FRAST5,FRA-2000,"383,1",1,0,Grundversicherung
0762,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BASE,TAR-BASE,,FRAST6,FRA-2500,354,1,0,Grundversicherung
0762,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BASE,TAR-BASE,,FRAST1,FRA-300,643,1,1,Grundversicherung
0762,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BASE,TAR-BASE,,FRAST2,FRA-500,"631,4",1,0,Grundversicherung
0762,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BASE,TAR-BASE,,FRAST3,FRA-1000,"602,2",1,0,Grundversicherung
0762,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BASE,TAR-BASE,,FRAST4,FRA-1500,573,1,0,Grundversicherung
0762,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BASE,TAR-BASE,,FRAST5,FRA-2000,"543,9",1,0,Grundversicherung
0762,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BASE,TAR-BASE,,FRAST6,FRA-2500,"514,7",1,0,Grundversicherung
0762,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,DIV_XBA,TAR-DIV,K1,FRAST1,FRA-0,124,0,1,FlexHelp 24
0762,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,DIV_XBA,TAR-DIV,K1,FRAST3,FRA-200,"112,3",0,0,FlexHelp 24
0762,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,DIV_XBA,TAR-DIV,K1,FRAST5,FRA-400,"100,6",0,0,FlexHelp 24
0762,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,DIV_XBA,TAR-DIV,K1,FRAST7,FRA-600,89,0,0,FlexHelp 24
0762,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,DIV_XBA,TAR-DIV,,FRAST1,FRA-300,"395,5",0,1,FlexHelp 24
0762,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,DIV_XBA,TAR-DIV,,FRAST2,FRA-500,"383,8",0,0,FlexHelp 24
0762,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,DIV_XBA,TAR-DIV,,FRAST3,FRA-1000,"354,7",0,0,FlexHelp 24
0762,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,DIV_XBA,TAR-DIV,,FRAST4,FRA-1500,"325,5",0,0,FlexHelp 24
0762,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,DIV_XBA,TAR-DIV,,FRAST5,FRA-2000,"296,3",0,0,FlexHelp 24
0762,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,DIV_XBA,TAR-DIV,,FRAST6,FRA-2500,"267,2",0,0,FlexHelp 24
0762,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,DIV_XBA,TAR-DIV,,FRAST1,FRA-300,"527,3",0,1,FlexHelp 24
0762,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,DIV_XBA,TAR-DIV,,FRAST2,FRA-500,"515,6",0,0,FlexHelp 24
0762,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,DIV_XBA,TAR-DIV,,FRAST3,FRA-1000,"486,5",0,0,FlexHelp 24
0762,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,DIV_XBA,TAR-DIV,,FRAST4,FRA-1500,"457,3",0,0,FlexHelp 24
0762,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,DIV_XBA,TAR-DIV,,FRAST5,FRA-2000,"428,1",0,0,FlexHelp 24
0762,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,DIV_XBA,TAR-DIV,,FRAST6,FRA-2500,399,0,0,FlexHelp 24
0762,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,HAM_CBA,TAR-HAM,K1,FRAST1,FRA-0,"142,1",0,1,casamed hausarzt
0762,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,HAM_CBA,TAR-HAM,K1,FRAST3,FRA-200,"130,4",0,0,casamed hausarzt
0762,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,HAM_CBA,TAR-HAM,K1,FRAST5,FRA-400,"118,8",0,0,casamed hausarzt
0762,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,HAM_CBA,TAR-HAM,K1,FRAST7,FRA-600,"107,1",0,0,casamed hausarzt
0762,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,HAM_CBA,TAR-HAM,,FRAST1,FRA-300,"453,4",0,1,casamed hausarzt
0762,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,HAM_CBA,TAR-HAM,,FRAST2,FRA-500,"441,7",0,0,casamed hausarzt
